# ra,dec,mag,bv,spectral,hd,hip,dist_pc,name  (dist_pc 0 = unknown)
208.2929,28.6481,5.90,0.2,A7V,121164,67782,64.68,
214.6596,-18.7161,5.90,0.0,A0pCrEu,125248,69929,90.25,
231.9642,60.6703,5.90,1.44,K5III,138265,75696,182.48,
241.1529,-37.8631,5.90,0.4,F3IV,143928,78747,39.84,
268.0567,-34.7992,5.90,-0.1,B6V,162374,87460,,
271.9563,26.0975,5.90,0.14,A3V,166046,88817,,
277.3988,23.8661,5.90,-0.1,B6IV,170650,90637,,
281.6187,-0.9617,5.90,0.13,A2Vm,173654,92117,79.24,
305.9350,37.4764,5.90,-0.2,B2Ven,194335,100574,273.97,
314.1079,49.1958,5.90,1.04,G8II-III,199612,103360,,
315.9483,53.2861,5.90,0.99,K0III,200817,103956,124.22,
328.7979,-61.8864,5.90,0.39,F1III,207964,108195,46.53,
340.4892,14.5164,5.90,1.11,gK0,214995,112067,81.83,
342.0454,37.4167,5.90,1.03,gG8,215943,112590,111.61,
342.7592,85.3736,5.90,1.32,K5,217157,112833,140.06,
357.4208,36.4253,5.90,0.79,G1III,223460,117503,134.95,
10.1767,-4.3519,5.91,1.1,K0III,3807,3193,176.68,
21.0858,-6.9147,5.91,0.41,F3V,8556,6564,44.78,
27.1083,3.6856,5.91,0.97,G9III,11037,8404,100.5,
33.6333,-41.1667,5.91,0.97,G8III,13940,10440,102.35,
43.9521,18.3317,5.91,1.47,M6-III:,18191,13654,123.76,
49.5117,-28.7969,5.91,0.33,F3V+A8-9,20606,15357,61.96,
56.5396,6.8031,5.91,0.99,G9III,23526,17595,103.31,
57.1621,0.2278,5.91,1.23,K3III,23887,17805,151.98,
65.5950,20.8214,5.91,1.66,M0IIIab+A F,27639,20417,,
78.2008,-6.0572,5.91,0.96,G7III,33833,24294,136.8,
93.7854,13.8511,5.91,-0.23,B1V,43112,29678,,
93.7850,-20.2722,5.91,1.32,K0,43396,29679,284.9,
106.8429,34.0094,5.91,1.51,gK4,53686,34358,208.77,
109.9483,7.1428,5.91,0.53,F8V,57006,35509,59.31,
114.1446,5.8617,5.91,0.6,G0V,60803,37031,43.63,
117.5996,-50.5097,5.91,1.09,K2III,64225,38267,79.43,
129.8233,52.7117,5.91,1.17,gK1,73171,42452,121.8,
133.1608,-48.3592,5.91,-0.15,B3Vn,76161,43589,333.33,
142.1275,-66.7019,5.91,0.01,A0V,82406,46460,82.17,
143.3592,-22.8639,5.91,0.02,A0Vn,82747,46897,91.07,
152.5312,-8.4083,5.91,0.02,A1V,88195,49812,,
158.1400,-44.6189,5.91,0.92,G6-8III,91437,51610,121.8,
159.5104,-57.2564,5.91,-0.14,B3IV,92287,52043,,
162.3504,-59.3236,5.91,0.0,B9.5IV-V,93943,52922,261.78,
163.9267,0.7369,5.91,0.42,F2/3III/V,94672,53423,43.76,
164.2829,-50.7650,5.91,0.18,A4V,94985,53530,97.09,
169.7292,1.6506,5.91,1.04,gK0,98366,55249,95.42,
178.7492,-63.2789,5.91,0.19,A3Ib,103516,58103,,
197.4492,16.8486,5.91,1.45,K5III,114326,64226,,
197.9650,-69.9419,5.91,0.42,F3IV-V,114371,64390,44.11,
197.5133,38.4989,5.91,0.29,A9III-IV,114447,64246,62.03,
203.6687,-13.2144,5.91,0.02,A2pSrEu:Cr:,118054,66247,155.52,
206.8650,-50.2494,5.91,0.29,A3mA5F0,119938,67292,60.1,
205.6637,78.0644,5.91,1.01,gG7,120084,66903,97.66,
209.1163,1.0506,5.91,0.2,A8V,121607,68092,103.52,
209.8221,-50.3700,5.91,0.96,G8-K0III,121853,68333,102.88,
213.4200,-0.8456,5.91,0.47,F7V w,124425,69493,55.74,
219.5583,18.2983,5.91,1.1,gK2,128750,71571,112.61,
220.1767,13.5342,5.91,0.21,F0V,129153,71759,53.11,
222.1850,-66.5939,5.91,-0.07,B2.5Ve,129954,72438,,
227.7846,-84.7875,5.91,-0.06,B9.5V,131596,74296,97.66,
242.2454,3.4544,5.91,1.47,gK5,145085,79120,131.93,
244.7967,49.0381,5.91,1.37,gK6,147352,79953,195.69,
250.3471,-68.2961,5.91,-0.08,B7IVe,149671,81710,210.97,
249.7717,-37.2175,5.91,0.0,B9-A0V+B,149886,81523,133.16,
252.3942,13.2614,5.91,0.03,A1V,151862,82350,88.18,
255.9617,-38.1522,5.91,0.38,F4IV+F2V,153890,83491,64.06,
259.8017,-59.6944,5.91,1.37,K2IIICNIb-II,156091,84731,,
259.7383,-34.9897,5.91,1.04,K3V+K5V,156384,84709,6.97,
282.4413,32.8128,5.91,-0.16,B3IV,174585,92398,309.6,
290.0671,57.6453,5.91,1.58,M1IIIab,182190,95038,270.27,
296.4162,7.6133,5.91,0.18,A3IV,186689,97229,54.11,
298.0300,47.9319,5.91,-0.18,B2III,188252,97774,,
300.2454,8.5581,5.91,1.52,K5III,189695,98526,,
304.0025,45.5794,5.91,0.38,F5V:,192985,99889,34.52,
309.5775,-81.2889,5.91,1.71,K5III,194612,101843,194.93,
307.3629,56.0681,5.91,-0.04,B9Vne,195554,101084,274.73,
309.6463,23.6806,5.91,0.98,K0II-III+A3V,196753,101870,,
316.3721,78.1264,5.91,-0.07,B8Vn,201908,104105,126.42,
343.7608,37.0769,5.91,0.42,F5II,216756,113174,41.25,
15.9042,61.0750,5.92,0.49,F0II,6130,4962,,
18.1892,-37.8564,5.92,0.28,F0III,7312,5661,73.42,
24.1133,48.7228,5.92,1.21,gK1,9746,7493,128.7,
35.7275,-51.0922,5.92,0.22,A5V,14943,11102,61.35,
37.6350,25.2350,5.92,0.41,F6IV,15524,11670,51.05,
42.5617,-35.8436,5.92,0.9,K0III,17793,13225,153.37,
43.3933,-38.4369,5.92,0.44,F6IV,18149,13473,59.42,
53.6108,24.4644,5.92,0.13,A3V+A3V,22091,16664,,
65.0600,41.8081,5.92,0.94,K0III,27278,20241,106.16,
69.5658,20.6847,5.92,-0.05,B8V,29365,21604,110.74,
75.4596,0.7222,5.92,1.27,K0,32263,23408,152.67,
88.7362,19.7497,5.92,-0.17,B2V,39698,27965,,
94.0321,-16.6178,5.92,-0.17,B2.5Vn,43544,29771,256.41,
100.1342,71.7489,5.92,1.19,K0III,46509,31946,203.25,
101.3450,-31.7936,5.92,0.48,F6V,49095,32366,24.27,
104.1075,9.9564,5.92,-0.08,B8Vn,51104,33372,172.12,
108.0508,-25.9425,5.92,-0.17,B2V,55522,34798,220.26,
109.3904,52.1308,5.92,1.26,gK1,55866,35304,186.92,
114.1958,55.7553,5.92,1.12,K2III,60294,37046,85.98,
114.4746,48.7736,5.92,0.22,A5m,60652,37140,80.39,
116.6671,65.4558,5.92,1.18,gK2,62066,37949,101.83,
138.3938,-47.3386,5.92,-0.05,B9Ve,79621,45270,170.07,
142.1958,-62.2731,5.92,1.1,K1III,82347,46482,147.93,
159.7475,-58.8169,5.92,1.65,M1III,92436,52127,,
163.8217,-60.5169,5.92,1.08,K0III,94776,53394,93.81,
183.0917,-62.9508,5.92,0.29,B8Ia-Iab,106068,59517,,
185.4896,-56.3747,5.92,1.57,K4III+F:,107543,60308,,
210.8592,-56.2136,5.92,1.22,K2III,122438,68670,162.6,
218.1354,22.2600,5.92,0.35,F2IV,127739,71115,51.44,
236.6450,55.4747,5.92,1.39,gK3,141472,77272,319.49,
241.5263,-23.6064,5.92,-0.08,B8p,144334,78877,149.25,
243.5929,-33.0114,5.92,1.02,K0III,145838,79596,197.24,
246.3963,-23.4461,5.92,,B2V,147934,,,
250.4029,26.9169,5.92,0.4,F2III,150682,81729,42.83,
261.8017,-50.6303,5.92,0.08,B9II,157662,85409,,
267.6175,-53.6122,5.92,-0.08,B2V+B3V,161783,87314,,
276.9563,-29.8164,5.92,0.52,F9V,169830,90485,36.32,
288.6654,-45.1933,5.92,0.9,G8III,179433,94556,90.66,
296.0771,69.3369,5.92,0.05,A2III,187340,97122,135.69,
298.0500,-19.0450,5.92,0.98,G5III,187739,97783,95.6,
299.8354,45.7722,5.92,0.16,A5III,189684,98383,144.72,
303.0029,26.4789,5.92,-0.11,B7Ve,192044,99531,,
333.0333,24.9500,5.92,1.51,K0,210762,109602,,
342.5908,41.9536,5.92,0.08,B3IV:,216200,112778,,
349.1654,-44.4892,5.92,1.06,K1III,219507,114921,88.34,
8.2933,54.8950,5.93,1.04,K0III,2952,2611,115.21,
8.8867,-0.5056,5.93,0.44,F5IV,3229,2787,55.65,
12.0725,7.3000,5.93,1.1,G8III,4627,3760,202.84,
21.2721,-64.3694,5.93,1.56,K5III,8810,6631,309.6,
22.5954,-26.2078,5.93,1.34,K4III,9228,7016,136.05,
30.9508,-0.3403,5.93,0.88,G5II-III+G5V,12641,9631,101.11,
32.8992,-1.8253,5.93,0.97,gG9,13468,10234,108.7,
48.1075,-44.4197,5.93,0.44,F7III+A0V,20121,14913,43.8,
50.4692,49.0708,5.93,0.43,F6V,20675,15669,45.75,
51.5938,-27.3175,5.93,0.94,G5III,21430,16029,132.98,
58.3888,-46.8936,5.93,1.24,K2III,24706,18199,110.38,
60.1696,-30.4908,5.93,0.04,A2V,25371,18723,110.01,
83.5167,-1.4706,5.93,1.55,K5III,36780,26108,,
85.2733,0.3378,5.93,0.3,F0IV,37788,26762,51.39,
91.1675,-45.0789,5.93,0.49,F4V,41742,28790,27.02,
92.3850,22.1900,5.93,1.63,K4I,42049,29196,,
97.5471,-10.0814,5.93,1.38,K0,45976,30986,,
97.6929,-27.7694,5.93,-0.15,B2.5V,46189,31037,,
101.6350,8.5872,5.93,-0.17,B2.5V,48977,32463,,
105.8767,29.3372,5.93,0.6,G4V,52711,34017,19.09,
111.7346,20.2572,5.93,0.3,F2Vn,58579,36156,124.38,
115.0567,-19.6608,5.93,1.16,K0,61774,37364,220.75,
117.3112,-35.2433,5.93,-0.05,B9V,63786,38167,146.63,
122.5158,58.2481,5.93,1.39,gK4,67224,39995,171.82,
137.2129,33.8822,5.93,0.6,F9V,78366,44897,19.14,
142.8842,-31.8719,5.93,0.26,A9IV,82513,46734,114.81,
149.3067,57.4183,5.93,0.89,G5III,85945,48802,143.06,
148.4592,-51.1469,5.93,-0.15,B2III,85953,48527,,
162.1692,-1.9589,5.93,1.6,M2III,93655,52863,162.87,
163.3779,69.8539,5.93,0.99,G9IV,94132,53257,43.44,
163.6233,-61.8267,5.93,1.75,K4III,94683,53334,,
178.9171,-28.4769,5.93,1.5,K5III,103596,58158,146.2,
190.9087,-1.5769,5.93,0.86,G8IIIp,110646,62103,70.13,
193.2663,-54.9525,5.93,1.31,K2III,111884,62861,116.14,
194.1312,-72.1853,5.93,1.13,G8III,112219,63165,214.13,
225.0492,-77.1603,5.93,1.05,G8II,131425,73415,268.82,
224.8462,4.5678,5.93,1.6,M2III,132525,73350,,
225.3629,60.2044,5.93,0.09,A4V,133388,73507,100.2,
234.1221,16.1189,5.93,0.29,F3V,139225,76424,49.02,
240.5229,52.9158,5.93,1.48,gK5,144204,78542,251.26,
255.9138,13.6053,5.93,0.0,A1V,154228,83478,80.78,
260.7288,-37.2206,5.93,1.08,K1III,157097,85048,129.03,
264.3633,-50.0600,5.93,1.1,K0III,159463,86248,106.04,
284.0025,-23.1736,5.93,-0.02,B8,175360,92931,,
285.9892,-51.0186,5.93,1.24,K0-1III,176664,93624,89.53,
288.1529,21.5544,5.93,0.03,A2Vn,179648,94382,308.64,
291.2671,-29.3092,5.93,1.26,K3III,182286,95456,82.85,
304.3804,66.8539,5.93,0.58,G3V,193664,100017,17.57,
305.6887,41.0261,5.93,1.6,K7III,194193,100501,262.47,
311.5417,-21.5142,5.93,0.04,A0,197725,102487,82.71,
322.2496,22.1794,5.93,1.53,M4.5III-IIIa,204585,106062,184.84,
329.7225,62.6983,5.93,1.67,M3IIIab,209112,108505,393.7,
335.8838,-7.1944,5.93,1.0,G6IIIBaII,212320,110532,140.85,
340.0767,53.8461,5.93,0.93,K0III,214878,111925,105.37,
349.8504,-18.0753,5.93,1.52,gK3,219879,115144,,
358.2317,-3.1556,5.93,1.07,G9III,223825,117761,153.14,
1.9450,-22.5089,5.94,0.14,A2Vp:,319,636,80.32,
3.4254,-26.0219,5.94,1.55,K5III,942,1096,,
7.5829,59.9772,5.94,0.01,B9IIIn,2626,2377,220.26,
11.2379,-42.6767,5.94,0.28,F0V,4293,3521,66.62,
17.9312,-2.2511,5.94,1.4,K4III,7147,5594,135.14,
24.6142,-36.5283,5.94,1.05,K0IV,10142,7643,99.01,
27.1621,37.9528,5.94,0.97,K0III,10975,8423,94.61,
27.7167,11.0433,5.94,0.3,F2V w,11257,8588,42.63,
27.7271,-50.2061,5.94,0.14,A1Vp,11413,8593,74.79,
30.6467,13.4767,5.94,1.59,M2III,12479,9533,,
52.6892,6.1886,5.94,0.96,G8III,21755,16358,158.48,
64.3300,-6.4719,5.94,1.08,gG8,27179,19996,168.92,
68.3779,72.5286,5.94,0.3,A8m,28204,21247,114.42,
66.2721,-61.2383,5.94,1.54,K4-5III,28413,20619,196.85,
69.1008,64.2617,5.94,-0.03,A1V,28780,21452,135.87,
75.5950,-31.7714,5.94,1.17,G8III,32515,23446,101.01,
81.1604,31.1431,5.94,0.04,B9III,35239,25291,251.89,
81.7037,34.3917,5.94,0.14,A0III,35520,25471,,
82.6088,15.3603,5.94,0.14,A3Vn,36162,25790,105.6,
84.2683,11.0350,5.94,1.58,K4III,37171,26386,,
86.6267,56.1156,5.94,0.17,A4Vn,38091,27249,59.21,
88.0846,-57.1561,5.94,0.66,F7IV,39937,27737,127.23,
95.5150,59.3722,5.94,,A3V,43812,30272,129.37,
99.4225,61.4811,5.94,0.89,G8IV-V,46480,31676,53.13,
105.6062,17.7556,5.94,1.63,M1,52554,33929,,
108.7379,-41.4258,5.94,-0.16,B4III-IV,56410,35054,169.2,
115.3967,3.6247,5.94,-0.04,A0V,61887,37478,154.56,
129.5792,32.8019,5.94,1.12,gK2,73192,42365,112.61,
143.2325,-13.5169,5.94,1.5,K5III,82660,46859,,
144.8663,67.2722,5.94,1.52,K5,83126,47401,166.67,
150.5000,-60.4208,5.94,0.26,A9IV,87283,49164,,
171.7896,-12.3567,5.94,0.49,F4III-IV,99564,55874,67.07,
172.6296,43.1733,5.94,0.49,F4V,99984,56148,56.12,
197.4387,-10.3294,5.94,1.49,K5III,114287,64224,201.21,
206.5792,38.5039,5.94,0.94,G9III,120048,67210,123.76,
214.8496,-37.0036,5.94,0.08,A2Vn,125283,69995,68.49,
217.4604,0.8289,5.94,0.16,A5IV,127167,70894,76.34,
221.7713,-38.2908,5.94,1.33,K3III,130055,72296,170.07,
236.0942,-41.8194,5.94,0.0,A0V+B,140285,77086,141.44,
238.7512,-19.3831,5.94,-0.01,B5V,142378,77939,191.2,
244.7517,-14.8725,5.94,1.52,K4III,146850,79938,,
248.1071,60.8233,5.94,0.02,A2V,149650,80991,102.88,
253.5021,-57.9094,5.94,1.59,M1III,151967,82672,210.97,
254.1196,-52.2839,5.94,-0.08,B9V,152527,82902,96.62,
259.5971,38.8114,5.94,1.0,gG7,156891,84656,98.04,
262.1612,-55.1697,5.94,1.11,G8II-III,157819,85520,,
261.6925,34.6958,5.94,-0.01,A0V,158261,85382,85.98,
264.4008,-15.5711,5.94,0.37,F0IV,159877,86266,,
266.9033,-14.7258,5.94,0.05,B9pHgMn,161701,87074,156.49,
270.7708,-8.1803,5.94,,F5V,164764,88404,52.03,
277.9875,-1.0031,5.94,0.16,A4III,170920,90844,174.83,
279.4767,-21.3978,5.94,0.19,A8IIIn,171856,91347,96.34,
295.6858,32.4267,5.94,0.11,A5III,186377,96977,,
297.5575,-47.5572,5.94,1.7,M1III,187086,97598,,
307.4746,-18.5833,5.94,0.08,A3Vn,195094,101123,73.26,
315.6133,-38.5306,5.94,1.11,K0IV,200073,103836,65.75,
316.3612,5.9583,5.94,0.54,F8V,200790,104101,36.95,
321.4458,36.6675,5.94,-0.08,B0Ib,204172,105811,,
326.1304,14.7719,5.94,0.59,G0V,206860,107350,18.39,
340.4004,41.5494,5.94,,G9III,215030,112041,99.21,
345.3821,-4.7114,5.94,1.0,K0,217563,113686,,
347.6133,43.5442,5.94,0.44,F5IV,218804,114430,28.26,
357.5612,-9.9742,5.94,1.13,K0IV,223524,117541,94.07,
17.6400,2.4456,5.95,1.51,K4III,7014,5510,,
41.2071,67.8247,5.95,0.1,A5III,16769,12821,124.69,
43.3971,-22.3764,5.95,1.04,K0III,18071,13479,93.2,
45.1837,10.8703,5.95,1.59,K6,18700,14036,135.32,
47.9283,81.4706,5.95,0.15,A7III-IV,18778,14844,62.0,
62.2567,13.3983,5.95,0.05,B9.5V,26171,19376,136.61,
75.0763,39.3947,5.95,0.41,F5V,31761,23261,53.02,
86.6458,1.1681,5.95,0.78,G4V,38529,27253,42.43,
108.9296,-10.5839,5.95,1.18,K0,56207,35127,123.15,
111.9288,-22.8597,5.95,-0.09,B5V:,59136,36236,270.27,
120.4058,-37.2836,5.95,0.14,A3IV,66358,39251,182.48,
121.1767,-50.5906,5.95,1.21,G5II,67249,39527,416.67,
125.8408,18.3322,5.95,0.17,A9V,70569,41117,121.07,
127.1554,14.2108,5.95,0.19,A5V,71555,41578,94.34,
133.1492,28.3308,5.95,0.87,G8V,75732,43587,12.53,Copernicus
136.3504,48.5303,5.95,0.45,F6II-III,77601,44613,106.72,
137.6612,30.9631,5.95,1.67,M6IIIase,78712,45058,121.8,
148.4287,5.9583,5.95,1.66,M2III,85709,48519,,
156.2475,-58.5764,5.95,0.32,F2III,90454,50993,91.07,
162.7725,-3.0925,5.95,1.48,K2,94014,53035,157.73,
165.9025,-0.0008,5.95,1.22,K3III,95849,54049,170.94,
173.1979,-7.8275,5.95,1.38,K4III,100343,56318,176.37,
173.6771,16.7969,5.95,-0.16,B4V,100600,56473,,
182.4221,1.8978,5.95,1.12,K3III,105639,59285,83.75,
186.2987,-11.6103,5.95,0.03,A1V,108107,60595,64.56,
187.9825,-63.5061,5.95,0.27,A8III,109000,61158,73.75,
191.2479,39.2789,5.95,0.55,G0V,110897,62207,17.37,
206.6804,25.7022,5.95,0.49,G5III+A7V:,120064,67239,83.54,
208.9112,-82.6661,5.95,1.46,K2.5IIIaCH-3Ba0.5,120213,68009,267.38,
216.0037,8.2436,5.95,0.06,A3V,126200,70384,117.79,
228.9742,-48.0742,5.95,0.21,A3m,135235,74696,51.76,
235.4775,-76.0819,5.95,-0.04,B9V,138867,76877,115.61,
234.9854,-59.9083,5.95,0.48,F6V,139211,76716,30.92,
262.8458,-56.9206,5.95,-0.08,B7II-III,158220,85751,,
265.3846,6.3128,5.95,1.26,G7III,160781,86575,,
268.1475,1.3050,5.95,1.58,K5III,162774,87491,107.53,
271.5987,-36.0197,5.95,0.62,G5V,165185,88694,17.37,
272.6317,54.2867,5.95,0.94,K1III,167042,89047,50.0,
273.8038,-20.3881,5.95,0.02,O9.5II,167263,89440,,
277.3313,-80.2328,5.95,1.16,K2III,167714,90606,106.84,
273.8208,68.7558,5.95,1.06,gK1,168653,89448,87.11,
296.9525,25.3839,5.95,0.99,K0II-III,187193,97402,122.55,
300.0663,-37.7022,5.95,1.0,G8III,189195,98461,96.81,
305.0008,13.5481,5.95,0.31,A5-F2m,193472,100256,90.17,
310.0129,43.4586,5.95,1.19,K2III,197139,101986,144.3,
318.9258,77.0122,5.95,1.5,K5III,203399,104968,256.41,
326.2221,62.4606,5.95,0.31,O9Ib-II,207198,107374,,
330.7658,-76.1186,5.95,0.39,F3III,208741,108849,61.73,
332.9638,16.0406,5.95,0.95,K1III,210702,109577,55.93,
334.7533,-13.3050,5.95,1.06,gG7,211676,110179,108.58,
337.4417,-27.1072,5.95,0.33,F1V,213135,111045,42.09,
341.0217,39.4656,5.95,1.48,K5III+K2III,215359,112241,198.41,
354.7933,75.2928,5.95,0.13,A3V,222386,116714,80.65,
356.6529,66.7822,5.95,-0.04,B2IV,223128,117265,,
1.5667,58.4367,5.96,0.67,G5V,123,518,20.28,
21.5775,43.4578,5.96,0.49,F7V,8671,6711,41.31,
33.1562,24.1678,5.96,1.37,K0,13522,10296,173.31,
49.4408,39.2833,5.96,0.07,A2IV,20346,15334,186.22,
51.4008,-69.3364,5.96,0.42,F3-5IV,21722,15968,39.29,
52.8367,27.5719,5.96,,A2V,21743,16411,,
54.7546,-5.6261,5.96,0.92,K1V,22713,17027,35.16,
67.1625,-19.4583,5.96,1.22,K1III,28479,20892,99.11,
67.6679,-35.6536,5.96,1.0,K0II,28776,21042,112.11,
76.1658,74.0669,5.96,,A1V,31590,23617,164.74,
79.0758,34.3119,5.96,0.22,O9.5V,34078,24575,,
79.7100,-18.1300,5.96,0.58,G0V,34721,24786,24.93,
84.8267,29.2153,5.96,0.16,B2IV-V,37367,26606,,
84.6575,-6.5739,5.96,-0.23,B1.5IV,37481,26535,,
89.0596,-22.8403,5.96,1.11,K0V,40151,28085,89.45,
90.4296,48.9594,5.96,1.45,K0,40486,28562,210.53,
102.9262,-36.2303,5.96,0.18,A3V,50445,32938,55.13,
105.0987,-8.4069,5.96,-0.08,B9III,52312,33729,,
106.8054,-51.9678,5.96,1.0,K0III,54732,34349,173.01,
108.1071,-36.5444,5.96,-0.14,B3V,55718,34817,277.01,
112.6287,-54.3994,5.96,1.56,M1III,60228,36496,132.8,
125.7250,-7.5433,5.96,1.67,M1III,70652,41080,,
128.4096,-38.8489,5.96,-0.14,B5III,72832,42001,253.16,
128.8700,-26.8436,5.96,0.37,A1V+G-KIII,73072,42147,257.07,
134.1421,-16.7094,5.96,1.54,K0,76579,43899,226.24,
138.9692,72.9461,5.96,0.18,F0III,78935,45461,89.21,
155.2642,68.7475,5.96,0.2,A7Vn,89343,50685,125.79,
154.6175,-41.6683,5.96,-0.06,B9V,89461,50480,168.92,
174.4517,-67.6203,5.96,1.02,K0III,101162,56727,106.61,
175.1775,-53.9686,5.96,1.66,M1III,101541,56970,,
179.8233,33.1675,5.96,1.15,K1III,104075,58460,205.76,
181.2379,-60.9692,5.96,1.67,M2III,104933,58921,202.84,
195.2900,17.1231,5.96,0.96,K0III,113095,63533,122.85,
207.4396,61.4892,5.96,0.96,G3V,120787,67485,121.07,
226.6387,-30.9189,5.96,-0.08,A0pSi,133652,73937,95.79,
251.1658,-53.1525,5.96,1.26,G8III,150576,81966,210.97,
253.4271,-43.0508,5.96,1.73,M3II-III,152161,82650,,
258.8996,-38.5939,5.96,0.58,F7V+G2V,155826,84425,30.67,
258.9233,23.7428,5.96,1.31,K2III,156284,84431,228.83,
267.8867,-40.7725,5.96,1.59,M2III,162189,87390,226.24,
268.4787,-34.7525,5.96,-0.01,B9V+B9V,162724,87616,,
268.6133,-34.4664,5.96,-0.01,B9.5V,162817,87671,,
277.4450,-14.5817,5.96,-0.04,B9pSiCr,170397,90651,87.26,
292.7954,-68.4339,5.96,1.64,K4-5III,182709,95999,,
293.4233,49.2625,5.96,1.64,M4.5IIIaS,184786,96198,,
295.4538,50.5253,5.96,0.64,G1.5Vb,186408,96895,21.62,
299.6196,63.5342,5.96,0.09,A3V,189900,98308,131.93,
300.8183,18.5006,5.96,1.42,K3II-III+G8IV,190211,98738,260.42,
307.3646,81.0914,5.96,0.92,K0III+F8V,196925,101082,62.97,
314.1446,44.9250,5.96,0.05,O6V((f)),199579,103371,,
318.3287,-36.4239,5.96,0.98,K0III,201852,104752,103.41,
319.7167,11.2033,5.96,1.65,K5III,202951,105224,,
331.1533,-26.8225,5.96,-0.14,B4IVne,209522,108975,,
353.7058,-15.2458,5.96,1.36,K0,221745,116368,107.64,
5.3692,-77.4269,5.97,1.4,K3III,1801,1706,213.68,
14.6296,66.3522,5.97,-0.02,A0III,5550,4572,115.34,
20.8537,20.4689,5.97,1.71,K5,8388,6492,253.81,
24.9200,16.4058,5.97,1.12,K2III,10164,7740,139.28,
44.0575,8.3817,5.97,0.48,F7IV,18262,13679,44.52,
58.2917,17.3269,5.97,0.34,F4V,24357,18170,41.43,
71.6850,40.3128,5.97,0.93,G9III,30138,22220,135.87,
73.1963,27.8975,5.97,0.37,F2IV,30912,22697,107.87,
76.8542,-12.4906,5.97,0.6,F7V,33093,23831,36.23,
87.1454,-4.0947,5.97,0.64,G4V,38858,27435,15.56,
87.5546,4.4233,5.97,1.36,gK2,39051,27560,155.52,
88.0317,-9.0414,5.97,0.1,A2Vnp,39421,27713,116.28,
97.0608,70.5356,5.97,,A4V,44472,30794,169.78,
99.1946,-13.3208,5.97,1.56,K5,47182,31599,235.85,
99.9483,12.9831,5.97,0.06,A2V,47575,31876,88.65,
104.7375,3.6022,5.97,1.06,G8III,51814,33603,,
105.8246,9.1383,5.97,0.12,A3V s,52913,34002,79.43,
108.8375,-52.4997,5.97,1.1,K1III,56705,35084,119.19,
111.4625,-5.7750,5.97,0.92,G3Ib,58526,36055,,
125.3000,-57.9731,5.97,-0.09,B1.5III,70839,40932,,
126.4650,-64.6008,5.97,0.96,G8-K0III,71863,41321,109.77,
138.8096,34.6336,5.97,0.86,G6III,79452,45412,139.47,
139.3800,46.8172,5.97,0.04,A1V,79763,45590,112.49,
147.3671,-37.1864,5.97,1.24,K1III,85206,48191,124.84,
154.1346,23.5031,5.97,0.67,G1.5IV-V,89010,50319,30.36,
155.8604,-4.0742,5.97,-0.1,B9pSiCr:Sr:,90044,50885,107.76,
160.4638,-79.7833,5.97,-0.07,B4IVe,93237,52340,306.75,
185.0446,-22.1756,5.97,0.82,G3IV,107295,60157,145.35,
201.5475,-1.1925,5.97,0.19,A7III,116831,65545,75.19,
210.2175,-66.2686,5.97,0.35,F2III,121932,68455,76.86,
217.7950,-38.8697,5.97,1.06,K1III,127193,70987,106.04,
233.8179,53.9219,5.97,1.18,gK4,139357,76311,121.36,
242.2967,6.3789,5.97,1.0,K1.5IV,145148,79137,30.45,
255.1538,-35.9342,5.97,1.16,K2IIICNII,153368,83235,89.45,
257.1979,-30.4036,5.97,0.25,A/FmDel Del,154783,83896,81.9,
269.2679,0.0664,5.97,0.1,A3V,163624,87875,95.6,
270.9683,-24.3606,5.97,0.0,O4V((f)),164794,88469,,
286.7317,-48.2992,5.97,-0.02,A0V,177406,93862,107.18,
286.4217,-15.6603,5.97,-0.02,B9V,177517,93763,,
295.0296,-23.4286,5.97,1.04,gK1,185467,96760,127.23,
309.7708,15.8381,5.97,-0.14,B3V,196775,101909,,
315.3038,36.0261,5.97,0.98,G5III,200253,103734,201.61,
323.0608,-33.9447,5.97,0.05,A2IV,204854,106340,126.26,
321.2071,80.5247,5.97,0.92,gG6,205072,105727,108.93,
338.9021,-23.9911,5.97,0.99,gK0,213986,111515,103.52,
340.2038,-57.4222,5.97,1.46,K4III,214632,111967,,
342.8371,-29.5361,5.97,0.91,G8/K0III,216210,112862,113.64,
345.6846,-20.8706,5.97,0.94,K0III-IV,217703,113801,76.86,
354.9796,9.6772,5.97,0.2,A2IVm,222377,116768,58.28,
357.4142,28.8425,5.97,0.19,A2m,223461,117500,81.83,
359.2650,42.6583,5.97,0.69,F8III,224342,118071,,
359.3329,-62.9564,5.97,0.11,A1IV,224361,118092,62.85,
6.8113,-25.5472,5.98,1.03,G8III,2363,2159,205.76,
10.6742,-60.2625,5.98,1.32,K5III,4088,3352,72.83,
14.5592,33.9508,5.98,1.0,K0,5608,4552,58.17,
15.7263,41.3450,5.98,0.16,A5m,6116,4903,105.37,
18.5317,16.1336,5.98,-0.08,B8III,7374,5778,153.37,
34.5187,57.5167,5.98,1.05,G7III,13994,10729,217.86,
40.3917,-14.5494,5.98,0.43,F5III:,16825,12562,49.29,
47.6621,11.8725,5.98,-0.06,B8V,19698,14764,160.26,
53.4125,54.9747,5.98,0.11,A3V,21819,16599,67.98,
66.2379,19.0417,5.98,0.37,F4V,27901,20614,49.02,
87.6250,2.0244,5.98,0.91,G8III+A0IV,39118,27588,,
