# ra,dec,mag,bv,spectral,hd,hip,dist_pc,name  (dist_pc 0 = unknown)
140.4304,56.6992,5.47,1.61,M4IIIa,80390,45915,146.2,
141.7767,-71.6022,5.47,1.08,K2III,82350,46358,61.61,
142.9013,-73.0808,5.47,1.56,K4III,83095,46741,242.72,
161.3154,-80.4697,5.47,0.95,K0III,93779,52595,108.58,
165.0613,45.5261,5.47,1.47,K5III,95212,53781,,
193.8308,-42.9158,5.47,1.68,M0III,112213,63066,184.5,
240.0817,-16.5333,5.47,0.52,F8V,143333,78400,32.8,
249.0938,-42.8589,5.47,0.4,O9Ia,149404,81305,,
260.9196,37.1467,5.47,,A0Vn,157778,85112,123.15,
269.1988,-4.0819,5.47,1.16,gG9,163532,87847,130.55,
273.3025,-41.3361,5.47,-0.17,B2.5III,166596,89290,,
275.9004,-75.0442,5.47,0.02,A0V,167468,90133,60.28,
317.1925,-88.9564,5.47,0.27,F0III,177482,104382,82.85,Polaris Australis
294.3933,-14.3017,5.47,0.5,F5V,184985,96536,30.9,
303.3079,-1.0094,5.47,1.43,K5III,192107,99631,,
310.0825,-33.4319,5.47,1.12,K1III,196737,102014,73.31,
313.4746,33.4378,5.47,1.52,gK5,199101,103145,186.92,
337.1633,-39.1319,5.47,0.95,G9III,212953,110936,80.52,
336.5033,70.7708,5.47,1.2,gK2,213022,110725,159.49,
9.3379,35.3994,5.48,0.88,G2.5IIa,3421,2942,,
58.1733,-5.3614,5.48,-0.1,B8V,24388,18141,154.08,
67.6621,15.6919,5.48,0.26,A5m,28546,21039,44.35,
74.3429,17.1536,5.48,1.31,gK1,31539,23043,144.72,
79.5662,42.7922,5.48,1.65,M4III,34269,24738,212.77,
83.2137,-38.5131,5.48,1.22,K2III,36848,25993,52.85,
116.9862,-12.1931,5.48,0.48,dF5,63336,38048,30.25,
129.8492,-53.4397,5.48,-0.16,B5V,74071,42459,138.31,
132.4133,-40.3206,5.48,0.06,A2/3IV,75630,43325,,
142.4771,-26.5897,5.48,1.36,K3III,82205,46578,234.19,
149.9654,56.8119,5.48,1.46,K5III,86378,49005,156.49,
161.6054,14.1947,5.48,0.91,gG4,93291,52689,88.18,
173.0867,61.0825,5.48,0.5,F8V,100203,56290,27.52,
174.6671,-13.2019,5.48,0.52,F7V,101198,56802,26.98,
182.2271,-41.2314,5.48,-0.07,B3IV,105521,59232,,
187.3621,24.1089,5.48,0.43,F5III,108722,60941,66.23,
187.9179,-59.4239,5.48,0.63,F7Ib-II,108968,61136,,
188.4450,-9.4519,5.48,-0.03,A0V,109309,61318,80.19,
191.0021,-28.3239,5.48,1.34,K4III,110666,62131,121.65,
200.1575,-52.7481,5.48,-0.13,B6V,115823,65112,121.36,
210.5950,-27.4300,5.48,1.34,K3III,122430,68581,133.16,
222.6233,37.2719,5.48,1.02,K0III-IV,131111,72582,61.31,
243.3142,5.0211,5.48,1.47,gK5,145892,79488,130.21,
242.7063,75.8775,5.48,-0.11,B8V,146926,79280,204.08,
251.6992,-39.3772,5.48,0.98,K0III,151078,82135,113.25,
254.2962,-33.2594,5.48,1.59,K5III,152820,82960,222.22,
259.7633,-46.6339,5.48,0.8,G8-K0V,156274,84720,8.79,
272.0092,36.4014,5.48,1.17,K2.5III,166229,88836,63.86,
278.2079,30.5542,5.48,-0.1,B8IV,171301,90923,112.11,
283.0683,21.4253,5.48,-0.07,B9II-IIIpHg,174933,92614,140.85,
285.1808,55.6583,5.48,0.86,G5.5IIbFe-0.5,177249,93340,151.75,
314.6079,10.8392,5.48,0.93,gG6,199665,103527,73.1,Musica
337.4917,4.4317,5.48,0.38,F2V+F2V,213235,111062,52.83,
26.5242,-50.8164,5.49,1.6,M3III,10934,8240,208.33,
42.8733,15.0819,5.49,-0.09,B7V,17769,13327,147.06,
46.5325,79.4186,5.49,1.57,M1III+F7IV,18438,14417,213.22,
59.1196,35.0811,5.49,-0.03,B1.5V,24640,18434,,
86.8592,17.7292,5.49,0.3,F0III,38558,27338,,
87.4021,-14.4836,5.49,0.88,gG6,39070,27517,95.15,
116.5092,-6.7725,5.49,1.38,K5III,62902,37901,73.1,
118.5458,-35.8775,5.49,-0.19,B2V,64802,38593,245.7,
161.6021,18.8914,5.49,1.12,gK3,93257,52686,54.73,
232.8783,-73.3894,5.49,-0.12,B3IVe,137387,76013,312.5,
244.8862,-30.9067,5.49,0.47,F6III,146836,79980,41.49,
252.5808,7.2478,5.49,0.1,A3m,151956,82402,57.8,
272.6087,-62.0022,5.49,0.58,G0V,165499,89042,17.76,
278.4729,-24.0325,5.49,1.79,K4Ib,171115,91004,,
282.2104,-43.6800,5.49,0.13,A3V,173715,92308,106.38,
290.1487,-0.8922,5.49,-0.04,B9III,181440,95073,156.25,
295.8896,-15.4700,5.49,0.46,F5IV,186185,97063,36.68,
295.9287,25.7719,5.49,0.93,G8III,186486,97077,109.29,
299.6583,30.9836,5.49,-0.06,B9Vn,189395,98325,166.94,
302.9500,26.8089,5.49,1.41,K3II-III,192004,99518,,
321.0479,-12.8781,5.49,0.29,F1V,203705,105668,48.08,
321.3208,-3.5567,5.49,1.46,K4III,203926,105767,125.16,
325.7767,41.1550,5.49,1.59,M2IIIab,206749,107235,180.18,
344.3663,20.7689,5.49,0.67,G2.5IVa,217014,113357,15.36,Helvetios
352.0154,-87.4822,5.49,1.27,K2III,219765,115836,160.26,
356.9854,-2.7617,5.49,0.94,G8III,223252,117375,89.37,
11.5492,-22.5219,5.50,0.98,G3V,4398,3607,102.25,
11.7562,11.9739,5.50,0.97,G8II,4482,3675,80.32,
15.7046,31.8044,5.50,-0.05,B9.5V,6118,4889,127.06,
15.6100,-31.5519,5.50,0.08,A2V,6178,4852,69.49,
21.6737,19.2403,5.50,1.11,K1III,8763,6732,94.07,
30.7417,33.2839,5.50,0.03,A2V,12471,9570,113.51,
51.0771,24.7242,5.50,1.19,gK4,21017,15861,70.52,
62.2917,19.6092,5.50,1.07,K2III,26162,19388,89.21,
77.0275,24.2653,5.50,0.06,B2V,32990,23900,,
78.6838,5.1561,5.50,1.37,gK4,34043,24450,183.49,
79.4175,-13.5197,5.50,0.93,sgG9,34538,24679,48.33,
81.9400,15.8742,5.50,0.01,B9.5Vn,35770,25555,173.31,
89.0871,-31.3825,5.50,,F2III,40248,28098,,
92.2413,-22.4275,5.50,-0.01,A0IV,42301,29150,78.31,
91.9704,-42.1539,5.50,0.0,A0V,42303,29064,80.13,
105.8150,-59.1781,5.50,-0.11,B9IV,53921,34000,147.71,
126.6829,12.6544,5.50,1.6,M3III,71250,41400,,
144.5062,-43.1911,5.50,1.0,G8II,83548,47267,148.59,
157.4229,84.2522,5.50,,F0IV,89571,51384,40.78,
156.0358,33.7186,5.50,1.18,gK1,90040,50935,125.47,
165.8121,-11.3036,5.50,0.94,G7-III,95808,54029,97.66,
173.7367,-49.1367,5.50,1.04,K1III-IV,100708,56497,63.61,
186.8696,-58.9919,5.50,1.45,M4-5III,108396,60781,173.61,
189.0971,59.4869,5.50,,M4IIIe,109729,61532,,
204.2958,71.2422,5.50,1.2,gK2,118904,66435,122.85,
206.7492,38.5428,5.50,1.03,K0III+F8V,120164,67250,93.11,
211.3325,-76.7967,5.50,1.55,M6.5III:,122250,68815,100.7,
217.5358,-45.3217,5.50,-0.08,B8Vn,126981,70915,146.2,
229.0958,-22.3994,5.50,1.38,K5III,135534,74732,153.37,
230.6558,39.5814,5.50,1.59,gK4,137071,75257,,
233.2300,-16.8528,5.50,-0.14,B2Vn,138485,76126,235.85,
243.9054,-8.3694,5.50,0.65,G2Va,146233,79672,14.03,
248.5804,-70.9881,5.50,1.22,K1IIICNIa-Ib,148488,81141,289.02,
267.5954,29.3222,5.50,1.05,K1III,162555,87308,81.77,
278.1804,-14.8656,5.50,1.97,K3Ib-IICN1,170975,90913,,
286.1046,-31.0469,5.50,0.03,A0IV,177074,93667,167.5,
311.5838,-39.1992,5.50,-0.1,B8/9V,197630,102497,98.14,
329.8246,-38.3953,5.50,1.0,K0III,208737,108543,120.63,
332.6621,70.1328,5.50,0.38,F2V,210884,109474,32.67,
337.4704,78.8242,5.50,0.06,A3V,213798,111056,72.73,
1.4250,13.3961,5.51,0.9,G5III,87,476,114.29,
2.5096,11.1456,5.51,-0.07,B9Vn,560,813,99.6,
5.1625,-69.6250,5.51,-0.05,B9V,1685,1647,93.9,
8.9213,-48.0008,5.51,0.44,F6V,3302,2802,36.22,
23.2333,-36.8653,5.51,1.02,K0III,9525,7213,81.37,
30.1121,-8.5236,5.51,1.52,M3III,12292,9372,181.82,
34.2458,-6.4222,5.51,0.96,G8.5III,14129,10642,104.38,
62.1525,38.0397,5.51,0.46,F7V,25998,19335,21.34,
71.9012,-16.9344,5.51,0.63,G2.5V,30495,22263,13.32,
74.1008,-5.1714,5.51,-0.13,B6V,31512,22958,,
123.3921,-50.1961,5.51,1.61,M1III,69194,40282,230.95,
125.9521,53.2197,5.51,0.11,A3V,70313,41152,51.39,
130.5667,-48.0992,5.51,-0.18,B1.5Vn,74455,42712,,
160.7575,26.3256,5.51,0.17,A4Vn,92769,52422,45.45,
197.0292,-65.3064,5.51,-0.02,B0Ia+WC5:,113904,64094,,
206.4846,-12.4267,5.51,0.9,G8III,119853,67172,116.28,
225.7754,35.2058,5.51,1.02,gG8,133392,73634,84.39,
230.0354,29.6161,5.51,1.02,K0III,136512,75049,84.03,
233.2412,-1.1864,5.51,1.09,K0III,138562,76133,82.92,
235.7113,52.3608,5.51,-0.07,B9pSiCr,140728,76957,97.09,
252.8537,1.2161,5.51,0.05,A2V s,152127,82480,105.82,
260.4317,39.9744,5.51,0.68,F9Vn:,157482,84949,64.39,
272.6679,3.3242,5.51,1.19,K2III,166460,89065,126.42,
282.8958,52.9750,5.51,0.84,G9IVa,175225,92549,26.1,
288.3146,-12.2825,5.51,1.44,gK4,179497,94437,173.31,
310.2608,32.3072,5.51,0.88,G8IIb,197177,102066,246.91,
314.2250,-9.6975,5.51,1.47,gK5,199345,103401,184.5,
314.8558,59.4386,5.51,1.4,gK4,200205,103598,179.86,
321.7567,-42.5478,5.51,0.39,Am,204018,105913,53.85,
334.4604,-77.5117,5.51,0.31,F3III,210853,110078,38.46,
341.4196,-46.5475,5.51,1.32,K2III,215405,112381,203.67,
344.8992,-29.4622,5.51,0.25,A5n,217236,113532,112.36,
356.7579,57.4514,5.51,1.65,K3IIb,223173,117299,,
17.0925,5.6497,5.52,0.34,F0III-IV,6763,5346,35.92,
25.6221,-53.7406,5.52,0.53,F9V,10647,7978,17.35,
27.9971,55.1475,5.52,-0.18,B1.5V,11241,8704,,
48.8354,30.5567,5.52,0.01,A1V s,20149,15154,132.98,
50.5496,27.6075,5.52,1.1,G5III,20825,15696,,
50.3500,-23.6353,5.52,0.88,G6.5IIbCN-1Hdel -1,20894,15643,129.03,
48.9900,-77.3883,5.52,0.44,F4III,21024,15201,29.39,
73.7629,55.2592,5.52,0.04,B9.5V,30958,22854,202.84,
80.0617,41.0861,5.52,0.11,A3V,34557,24902,93.81,
87.6204,14.3056,5.52,1.01,gG9,39019,27581,95.79,
94.5571,-19.9669,5.52,-0.18,B2V,43955,29941,304.88,
99.1471,-5.2111,5.52,-0.08,B8V,47054,31583,,
120.6867,-41.3100,5.52,-0.15,B9pSi,66624,39360,149.03,
130.5787,-53.1000,5.52,-0.15,B8Si,74535,42715,148.15,
150.1821,-82.2147,5.52,0.03,A0IV,87971,49065,122.4,
159.7738,53.6683,5.52,1.27,K3III,92095,52136,157.73,
160.0471,-65.1006,5.52,-0.16,B9pSi,92664,52221,142.86,
166.7258,1.9556,5.52,0.97,G9IIICN-1,96436,54336,62.31,
172.6208,18.4097,5.52,1.05,K0III,100006,56146,99.7,
225.3325,-2.7550,5.52,1.68,M0III,132833,73497,173.01,
233.1529,-19.6706,5.52,0.18,A2m,138413,76106,69.49,
248.9367,-65.4953,5.52,0.93,G8-K0III,148890,81252,100.6,
265.4946,15.9519,5.52,0.38,F4V w,160910,86623,35.52,
265.6183,24.5642,5.52,1.46,K4III,161074,86667,112.11,
271.9517,-17.1542,5.52,1.11,K1III,165687,88816,76.45,
292.4675,-26.9856,5.52,1.12,K3III,183275,95865,77.82,
296.5050,-31.9086,5.52,0.02,B8V,186500,97260,167.22,
298.6296,24.3194,5.52,-0.02,A0III,188485,97961,144.93,
301.0346,7.2781,5.52,1.06,gK0,190327,98823,161.55,
302.6396,26.9042,5.52,0.08,A3III,191747,99404,128.7,
312.7529,-37.9133,5.52,1.38,K3II,198357,102916,192.31,
326.8554,60.6928,5.52,1.52,M1IIIb,207528,107586,143.27,
346.2175,-68.8203,5.52,0.36,F4III,217831,113969,55.31,
351.6525,-52.7217,5.52,0.4,F4V,220729,115713,31.97,
2.2600,18.2119,5.53,1.04,G9III,448,729,89.53,
39.0000,-7.8317,5.53,1.59,M0III,16212,12107,158.48,
45.5642,-71.9025,5.53,-0.14,B3V+A0IV,19400,14131,161.03,
55.1596,-5.2106,5.53,-0.15,B9IIIpSi4200,22920,17167,226.76,
66.8229,22.9964,5.53,-0.1,B7V,28149,20789,127.23,
71.0333,-18.6667,5.53,0.02,A3V,30127,22028,90.42,
94.2550,-37.7375,5.53,1.14,K1III,43899,29842,92.76,
95.1512,-34.1439,5.53,-0.19,B1.5Ve,44506,30143,,
98.4004,14.1553,5.53,1.11,gK2,46374,31277,78.43,
111.4083,-79.0942,5.53,1.28,K2-3III,60816,36039,143.06,
121.2667,-53.1081,5.53,1.34,K3-4III,67364,39566,120.63,
126.8204,-70.0933,5.53,-0.03,A0V,72337,41451,87.49,
178.9187,15.6467,5.53,0.11,A3V,103578,58159,171.82,
224.3887,-0.1675,5.53,1.13,K1III,132132,73193,90.42,
237.2367,-3.8186,5.53,0.12,A5IV,141378,77464,49.16,
249.0479,52.9003,5.53,-0.07,B9.5Vn,150100,81290,122.55,
258.8304,-33.5483,5.53,-0.01,O7.5V[n]e,155806,84401,,
272.5238,-30.7286,5.53,0.97,K1II,166023,89020,110.5,
284.8492,-12.8406,5.53,-0.04,B5IV,176162,93225,157.73,
289.3000,-66.6614,5.53,0.18,A5V+A8V,179366,94789,90.91,
289.9137,12.3747,5.53,0.26,F0III,181333,94982,106.5,
292.8304,50.3067,5.53,1.25,gK1,184293,96014,142.65,
299.4392,16.7892,5.53,-0.05,B9III,189090,98234,124.07,
316.6063,-41.3861,5.53,1.35,K3III,200702,104177,,
322.7471,60.4594,5.53,0.12,B1II,205139,106227,,
324.0100,45.3747,5.53,1.58,M5IIIae,205730,106642,189.39,
327.6963,-69.6294,5.53,1.37,K2-3III,207241,107835,171.23,
328.1246,28.7933,5.53,0.42,F6IV-V vw,207978,107975,27.66,
333.4554,45.4408,5.53,0.04,A0III,211096,109745,76.92,
335.8788,-24.7625,5.53,0.99,gG9,212271,110529,83.33,
349.5412,-40.8244,5.53,0.44,F5V,219693,115054,34.61,
354.4867,18.4006,5.53,0.0,A1Vn,222133,116611,73.26,
0.3333,-50.3372,5.53,1.6,M2III,224865,107,171.23,
33.1979,-2.3936,5.54,0.57,F8V,13612,10305,46.06,
36.8654,31.8014,5.54,1.12,gK1,15176,11432,87.8,
49.4425,-62.5753,5.54,0.64,G2.5VFe1Hdel 1,20766,15330,12.12,
56.9833,-30.1678,5.54,0.98,G6III,23940,17738,86.58,
70.7663,-70.9311,5.54,-0.12,B8II-IIISi:,30612,21949,148.15,
80.7096,41.0294,5.54,0.12,A3V,34904,25143,92.0,
84.2658,17.0403,5.54,0.22,F0V,37147,26382,53.88,
105.9887,-43.6081,5.54,0.64,G3V,53705,34065,16.25,
111.9967,-29.1558,5.54,-0.08,B9VpSi:,59256,36258,206.61,
113.4625,-36.3383,5.54,-0.06,B3Vne,60606,36778,390.62,
122.6658,-13.7992,5.54,0.49,F6V,68146,40035,22.49,
124.8842,75.7569,5.54,0.9,G8III,68375,40793,89.45,
126.6746,-12.5344,5.54,1.19,K2III,71377,41395,82.17,
132.8938,-7.1772,5.54,0.15,A4m,75737,43496,149.7,
138.2317,-59.4144,5.54,0.85,G6II,79698,45219,145.56,
185.0821,26.6194,5.54,1.09,K2III-IV,107325,60170,48.12,
208.3867,-35.6642,5.54,0.44,F4V,120987,67819,50.08,
213.5217,12.9594,5.54,0.54,F6IV,124570,69536,33.27,
227.8167,-55.3461,5.54,1.14,G2Ib-II,134270,74305,,
230.2817,-5.8247,5.54,1.04,K1III,136479,75127,82.37,
239.3108,14.4144,5.54,1.14,K1IV,142980,78132,69.64,
242.4692,-33.5458,5.54,-0.1,B8V,144987,79199,132.8,
246.3508,37.3939,5.54,0.17,A5V,148283,80460,78.55,
261.7046,20.0808,5.54,-0.13,B5V,158148,85385,144.09,
265.7125,-36.9458,5.54,1.55,K5III,160668,86698,166.11,
283.1129,-46.5953,5.54,1.63,M0III,174387,92630,,
287.0696,-19.2900,5.54,-0.11,B2Ve,178175,93996,,
305.5142,24.4461,5.54,-0.06,B8IIIne,193911,100435,,
329.2350,12.0764,5.54,0.05,A2Vnn,208565,108339,134.95,
330.8183,-6.5225,5.54,0.96,K0III,209396,108868,83.19,
349.1762,53.2136,5.54,0.52,F7V,219623,114924,20.28,
8.4213,-29.5583,5.55,1.27,K2III,3059,2661,152.44,
14.1963,60.3628,5.55,-0.07,B9IVn,5408,4440,188.32,
16.9883,20.7392,5.55,0.13,A3V,6695,5310,49.43,
17.4550,19.6586,5.55,0.69,G0III,6903,5454,123.61,
17.8567,64.2028,5.55,-0.07,B9.5V,6960,5566,125.63,
33.5613,-67.8417,5.55,1.55,M1III,14141,10418,226.76,
56.2354,-0.2967,5.55,1.42,K4III,23413,17506,107.76,
65.0479,50.9208,5.55,-0.01,B1.5IV,27192,20234,,
67.1338,1.3808,5.55,-0.1,B3V,28375,20884,118.06,
82.7817,-20.8636,5.55,0.0,A0V,36473,25853,83.33,
90.3183,-33.9117,5.55,1.58,K5III,41047,28524,170.36,
97.1421,30.4931,5.55,0.68,F8Ib,45412,30827,,
96.8350,2.9081,5.55,1.04,G9III,45415,30728,89.69,
96.8150,-0.2761,5.55,1.38,K5III,45433,30720,229.89,
106.5483,34.4739,5.55,0.91,G8IV,53329,34267,93.63,
120.1971,17.3086,5.55,1.32,gK3,65759,39177,,
135.3367,-41.8644,5.55,-0.14,B5V,77475,44299,144.51,
146.6267,-44.7550,5.55,-0.18,B2.5IV,84816,47963,,
175.3325,-43.0958,5.55,,A0V,101615,57013,64.18,
180.1854,-10.4461,5.55,0.77,G8-K0IV,104304,58576,12.91,
185.2117,57.8639,5.55,1.43,K5III,107465,60212,215.05,
186.7154,-32.8300,5.55,0.01,B9V,108323,60735,156.74,
192.4371,-71.9864,5.55,1.17,G8Ib-II,111315,62608,161.29,
197.1354,-8.9844,5.55,1.18,K3III,114113,64122,113.9,
203.2154,-15.3631,5.55,1.23,K1.5IIIb,117789,66091,202.43,
219.0792,-46.2453,5.55,1.48,K3III,128068,71419,195.31,
240.1983,-8.4114,5.55,0.05,A0V s,143459,78436,140.85,
254.5750,-50.6411,5.55,0.02,B9IV,152824,83057,160.51,
259.2654,-32.6628,5.55,0.5,F6IV,156098,84551,50.51,
263.6933,-11.2419,5.55,0.02,B8Vn,159358,86019,115.61,
275.8704,-36.2383,5.55,1.02,K0III,168838,90124,97.94,
286.6571,28.6286,5.55,0.29,F0III,178233,93843,40.82,
305.0250,68.8803,5.55,1.59,M4.5-5III,194258,100261,208.77,
313.0362,-5.5069,5.55,-0.08,B9III,198667,103005,,
314.5812,44.4717,5.55,0.97,K0IIIbFe-0.5,199870,103519,81.17,
337.1571,-67.4892,5.55,0.2,A4V,212728,110935,43.55,
345.3308,-28.8536,5.55,1.35,K3III,217484,113669,179.21,
348.8929,-3.4964,5.55,0.06,A3V,219402,114822,70.97,
349.8500,-5.1244,5.55,0.39,F3IV-V,219877,115142,34.82,
357.9913,2.9303,5.55,1.53,K4IIIaBa0.3,223719,117683,,
359.2854,55.7058,5.55,0.49,F1/6V+F3,224355,118077,66.8,
0.4037,61.2231,5.55,0.41,F0III,224893,124,,
16.4237,21.4653,5.56,-0.07,A0Vn,6457,5132,68.17,
24.5317,57.9775,5.56,1.38,G5II,9900,7617,,
44.9217,-2.4650,5.56,-0.08,B9.5V,18633,13951,102.46,
48.1100,6.6608,5.56,1.08,K1IIIep+A6V,19926,14915,,
79.0171,11.3414,5.56,-0.04,A0V,34203,24555,112.87,
87.7421,27.9678,5.56,0.97,gG7,39004,27629,115.47,
92.3929,-14.5842,5.56,1.16,K2III,42341,29205,65.15,
95.6592,-69.9842,5.56,1.51,K5III,45669,30321,182.48,
114.6367,35.0486,5.56,0.93,K0III,60986,37204,93.9,
115.3017,48.1317,5.56,1.01,K0III,61363,37441,99.9,
115.5133,14.2083,5.56,1.64,M3II-III,61913,37521,,
143.6362,-5.9150,5.56,1.16,K1III,82870,46982,208.77,
144.1787,31.1617,5.56,1.59,M2IIIa,83069,47168,145.56,
145.9258,-53.8917,5.56,-0.04,A0IV,84461,47717,108.81,
157.3975,-30.6072,5.56,-0.04,B9.5V,90972,51376,147.49,
213.3183,-53.6658,5.56,1.44,K5III+B-A,124147,69462,,
215.0404,-43.0589,5.56,0.92,G8III,125383,70054,117.79,
215.5821,-34.7869,5.56,-0.09,B8V,125745,70243,,
220.4313,11.6606,5.56,0.94,G8III,129336,71837,118.2,
235.9971,32.5158,5.56,1.06,gG9,140716,77048,76.28,
240.8804,76.7936,5.56,,A3V,145622,78661,178.25,
246.4296,78.9639,5.56,0.26,F0V,149681,80480,42.35,
251.3438,15.7453,5.56,1.66,M3IIIab,151203,82028,158.48,
256.5754,22.0842,5.56,1.3,K3III,154733,83692,109.77,
257.4500,-10.5233,5.56,0.52,F5IV,155078,83962,40.34,
258.1358,62.8744,5.56,0.21,F0IV,156295,84183,41.65,
286.2413,31.7444,5.56,1.54,M0III,177808,93718,185.87,
292.3421,14.5958,5.56,1.05,K0III,183492,95822,87.87,
330.5192,58.0006,5.56,0.06,O9Vn,209481,108772,,
343.6896,-16.2719,5.56,1.14,K2.5IIIb,216640,113148,42.97,
348.3208,57.1683,5.56,1.01,K3V,219134,114622,6.53,
348.9075,70.8881,5.56,0.24,F0IV,219586,114831,109.29,
350.6354,60.1336,5.56,1.68,K3II,220369,115395,,
6.0650,52.0200,5.57,-0.12,B5IV,1976,1921,,
8.6158,-52.3731,5.57,0.47,F3IV-V,3158,2711,25.62,
9.3363,-24.7672,5.57,0.72,G8V,3443,2941,15.53,
12.0046,-21.7225,5.57,-0.06,B9V,4622,3741,148.81,
17.9225,65.0189,5.57,-0.09,B9IV,6972,5589,111.23,
24.2746,12.1417,5.57,0.35,F0V,9919,7535,33.81,
29.9117,-42.0306,5.57,1.06,K1III,12296,9313,79.68,
46.8833,-78.9894,5.57,0.3,F2II-III,20313,14521,76.16,
53.9904,-11.1936,5.57,0.91,gG7,22409,16780,116.28,
55.2829,37.5800,5.57,-0.07,B7Vne,22780,17203,,
54.9629,3.0569,5.57,0.94,gG6,22796,17103,122.85,
67.0542,83.8078,5.57,-0.13,B5V,26356,20860,210.08,
82.0637,-37.2306,5.57,0.02,A1V,36187,25608,90.09,
88.7188,-39.9581,5.57,1.51,M0III,40091,27955,156.01,
126.6154,27.8936,5.57,1.4,K5III,71093,41377,122.1,
138.1275,-43.6136,5.57,-0.11,B8Vp:Si:,79416,45189,191.2,
147.7321,-62.7453,5.57,1.32,K1IIICNII,85656,48310,294.12,
156.4346,-7.0597,5.57,1.52,K5:IIIbFe-0.5,90362,51046,100.91,
166.7079,-70.8781,5.57,-0.05,B2V,96706,54327,346.02,
171.4017,16.4564,5.57,0.36,F2V,99285,55765,47.28,
178.0421,-56.9878,5.57,0.07,A2V,103101,57870,104.49,
179.4171,-62.4489,5.57,-0.15,B3V,103884,58326,183.49,
183.0387,20.5419,5.57,0.95,K0II-III,106057,59501,148.59,
204.8942,10.7461,5.57,0.33,F0V,118889,66640,53.53,
226.3575,48.1511,5.57,0.0,A1V,133962,73841,79.68,
235.8200,-84.4653,5.57,0.11,A2V,137333,76996,66.58,
242.3275,-57.9344,5.57,-0.04,B9.5V,144480,79153,83.19,
250.4738,-19.9244,5.57,0.43,F4IV-III,150453,81754,42.55,
283.8646,6.6153,5.57,1.04,K0III,175515,92872,89.77,
284.3192,2.5353,5.57,0.0,B9IIIep:Hg:,175869,93051,,
288.8338,15.0836,5.57,1.07,G8II-III,180262,94624,187.97,
298.0067,24.9922,5.57,0.71,A1Ia,187982,97765,,
311.9554,47.8319,5.57,1.46,K5III,198345,102635,165.02,
320.2683,23.8558,5.57,1.05,K1III,203344,105411,85.98,
323.3479,-44.8486,5.57,1.04,K1III,204960,106429,190.84,
351.2117,32.3850,5.57,-0.11,B9III,220599,115591,155.28,
16.5213,-9.8394,5.58,0.01,A1V,6530,5164,182.48,
20.9192,37.7150,5.58,0.26,A2Vm,8374,6514,64.81,
24.7158,-21.2753,5.58,0.34,A4n,10148,7679,70.37,
30.7512,64.3900,5.58,0.38,B8Ib,12301,9573,,
33.9283,25.0431,5.58,0.49,F6V,13872,10535,48.15,
34.5058,1.7578,5.58,0.6,G0.5IVb,14214,10723,24.98,
52.2183,49.8483,5.58,-0.04,B6Vn,21362,16210,169.78,
67.5358,15.6381,5.58,0.32,F0V,28485,20995,43.61,
70.0283,-24.4825,5.58,0.92,G6III,29737,21743,96.71,
72.3033,31.4372,5.58,1.12,K2III,30454,22393,71.94,
92.5429,-40.3536,5.58,1.68,M2II-III,42682,29263,261.78,
108.9588,47.2400,5.58,0.58,G0V,55575,35136,16.86,
108.7129,-27.0381,5.58,1.22,K4III,56160,35044,83.61,
124.5725,-35.4517,5.58,1.24,K2III,70002,40678,126.58,
125.3383,-20.0792,5.58,0.77,G2III+A3,70442,40944,137.93,
134.1562,64.6039,5.58,0.86,G7IIIFe-0.5,75958,43903,94.43,
140.4621,-42.1950,5.58,1.63,M1III,81034,45924,173.31,
156.7042,-54.8775,5.58,1.56,K3II-III,90677,51140,,
157.3708,-29.6636,5.58,1.42,K5III,90957,51364,118.76,
157.7492,-13.5883,5.58,-0.04,B9Vn,91120,51491,149.25,
158.3788,34.9886,5.58,0.02,A2Vn,91365,51685,161.81,
162.8487,59.3200,5.58,1.14,K2III,93875,53064,80.71,
178.7629,8.4439,5.58,0.94,gK0,103484,58110,51.41,
188.3929,-12.8303,5.58,0.86,G8III,109272,61296,48.59,
195.9421,-20.5831,5.58,0.56,F7V,113415,63738,28.66,
205.2312,-85.7861,5.58,0.18,Am,117374,66753,78.68,
230.8012,30.2878,5.58,0.58,G0V,137107,75312,18.62,
236.3479,5.4469,5.58,0.04,A0V,140775,77163,117.79,
251.8313,-58.3414,5.58,-0.08,B0.5Ia,150898,82171,,
254.2000,-23.1500,5.58,-0.02,A0V,152849,82925,111.23,
268.9617,22.4642,5.58,1.24,gK3,163547,87777,149.93,
272.4958,36.4664,5.58,0.91,G8III,166640,89008,132.98,
283.4317,36.9717,5.58,-0.15,B2.5V,175426,92728,331.13,
290.1587,-22.4025,5.58,0.27,F0III:,181240,95077,57.08,
304.6192,37.0000,5.58,0.06,A2V,193369,100108,59.67,
305.5225,45.7950,5.58,1.08,K0III,194152,100437,127.23,
310.7958,66.6575,5.58,0.22,A8V,197950,102253,42.57,
311.9513,6.0083,5.58,-0.02,A0V,198069,102633,157.48,
313.9108,12.5686,5.58,0.12,A4V,199254,103298,61.16,
326.6338,-11.3658,5.58,-0.01,A1V,207052,107517,90.09,
327.0658,-47.3036,5.58,0.6,G0V,207129,107649,15.64,
330.2708,0.6050,5.58,1.28,gK4,209128,108691,202.84,
332.3067,33.1722,5.58,1.0,G8IIIb,210354,109352,86.88,
333.4350,-25.1808,5.58,0.49,F6III-II,210848,109737,67.66,
